case_id,activity,timestamp,resource,vendor_id,vendor_name,material_id,material_desc,quantity,unit_price,total_value,currency,department,plant_id
PO103191,Sevk Edildi,2024-05-08 22:30:56,erdem,V033,Tedarikçi_33,M0195,Malzeme_195,941,336.64,316778.24,EUR,SAT,PLT2
PO103191,Teslim Edildi,2024-05-28 02:30:56,erdem,V033,Tedarikçi_33,M0195,Malzeme_195,941,336.64,316778.24,EUR,SAT,PLT2
PO103242,Talep Oluşturuldu,2024-03-17 00:00:00,ayse,V003,Tedarikçi_3,M0169,Malzeme_169,516,216.2,111559.2,USD,FIN,PLT3
PO103242,Onay Bekliyor,2024-03-17 00:00:00,erdem,V003,Tedarikçi_3,M0169,Malzeme_169,516,216.2,111559.2,USD,FIN,PLT3
PO103242,Onaylandı,2024-03-19 08:10:52,erdem,V003,Tedarikçi_3,M0169,Malzeme_169,516,216.2,111559.2,USD,FIN,PLT3
PO103242,Sevk Edildi,2024-03-20 11:10:52,ayse,V003,Tedarikçi_3,M0169,Malzeme_169,516,216.2,111559.2,USD,FIN,PLT3
PO103242,Teslim Edildi,2024-04-01 17:10:52,ayse,V003,Tedarikçi_3,M0169,Malzeme_169,516,216.2,111559.2,USD,FIN,PLT3
PO103263,Talep Oluşturuldu,2024-10-14 00:00:00,mehmet,V050,Tedarikçi_50,M0176,Malzeme_176,821,416.04,341568.84,TRY,SAT,PLT2
PO103263,Onay Bekliyor,2024-10-14 00:00:00,ali,V050,Tedarikçi_50,M0176,Malzeme_176,821,416.04,341568.84,TRY,SAT,PLT2
PO103263,Onaylandı,2024-10-14 13:29:15,ali,V050,Tedarikçi_50,M0176,Malzeme_176,821,416.04,341568.84,TRY,SAT,PLT2
PO103403,Talep Oluşturuldu,2024-04-17 00:00:00,admin,V017,Tedarikçi_17,M0039,Malzeme_39,651,473.73,308398.23,EUR,FIN,PLT3
PO103403,Onay Bekliyor,2024-04-17 00:00:00,ayse,V017,Tedarikçi_17,M0039,Malzeme_39,651,473.73,308398.23,EUR,FIN,PLT3
PO103647,Talep Oluşturuldu,2024-10-04 00:00:00,ali,V031,Tedarikçi_31,M0107,Malzeme_107,15,294.42,4416.3,EUR,SAT,PLT3
PO103647,Onay Bekliyor,2024-10-04 00:00:00,ali,V031,Tedarikçi_31,M0107,Malzeme_107,15,294.42,4416.3,EUR,SAT,PLT3
PO103647,Onaylandı,2024-10-05 12:41:16,ali,V031,Tedarikçi_31,M0107,Malzeme_107,15,294.42,4416.3,EUR,SAT,PLT3
PO103647,Sevk Edildi,2024-10-14 20:41:16,ali,V031,Tedarikçi_31,M0107,Malzeme_107,15,294.42,4416.3,EUR,SAT,PLT3
PO103647,Teslim Edildi,2024-11-01 01:41:16,ali,V031,Tedarikçi_31,M0107,Malzeme_107,15,294.42,4416.3,EUR,SAT,PLT3
PO103748,Talep Oluşturuldu,2024-02-02 00:00:00,ayse,V010,Tedarikçi_10,M0074,Malzeme_74,153,449.95,68842.35,EUR,PRD,PLT1
PO103748,Onay Bekliyor,2024-02-02 00:00:00,admin,V010,Tedarikçi_10,M0074,Malzeme_74,153,449.95,68842.35,EUR,PRD,PLT1
PO103771,Talep Oluşturuldu,2024-12-15 00:00:00,admin,V004,Tedarikçi_4,M0008,Malzeme_8,240,91.51,21962.4,TRY,FIN,PLT3
PO103771,Onay Bekliyor,2024-12-15 00:00:00,admin,V004,Tedarikçi_4,M0008,Malzeme_8,240,91.51,21962.4,TRY,FIN,PLT3
PO103771,Onaylandı,2024-12-16 02:55:38,admin,V004,Tedarikçi_4,M0008,Malzeme_8,240,91.51,21962.4,TRY,FIN,PLT3
PO104489,Talep Oluşturuldu,2024-01-26 00:00:00,ayse,V008,Tedarikçi_8,M0117,Malzeme_117,772,301.79,232981.88,EUR,PRD,PLT3
PO104489,Onay Bekliyor,2024-01-26 00:00:00,ayse,V008,Tedarikçi_8,M0117,Malzeme_117,772,301.79,232981.88,EUR,PRD,PLT3
PO104489,Onaylandı,2024-01-27 19:48:33,ayse,V008,Tedarikçi_8,M0117,Malzeme_117,772,301.79,232981.88,EUR,PRD,PLT3
PO104723,Talep Oluşturuldu,2024-11-06 00:00:00,erdem,V028,Tedarikçi_28,M0063,Malzeme_63,112,403.81,45226.72,USD,LOG,PLT1
PO104723,Onay Bekliyor,2024-11-06 00:00:00,erdem,V028,Tedarikçi_28,M0063,Malzeme_63,112,403.81,45226.72,USD,LOG,PLT1
PO105169,Talep Oluşturuldu,2024-07-27 00:00:00,ayse,V001,Tedarikçi_1,M0100,Malzeme_100,39,144.26,5626.14,USD,FIN,PLT2
PO105169,Onay Bekliyor,2024-07-27 00:00:00,admin,V001,Tedarikçi_1,M0100,Malzeme_100,39,144.26,5626.14,USD,FIN,PLT2
PO105388,Talep Oluşturuldu,2024-01-03 00:00:00,ali,V035,Tedarikçi_35,M0049,Malzeme_49,276,208.1,57435.6,USD,FIN,PLT2
PO105388,Onay Bekliyor,2024-01-03 00:00:00,ayse,V035,Tedarikçi_35,M0049,Malzeme_49,276,208.1,57435.6,USD,FIN,PLT2
PO105388,Onaylandı,2024-01-04 01:35:37,ayse,V035,Tedarikçi_35,M0049,Malzeme_49,276,208.1,57435.6,USD,FIN,PLT2
PO105388,Sevk Edildi,2024-01-12 05:35:37,ali,V035,Tedarikçi_35,M0049,Malzeme_49,276,208.1,57435.6,USD,FIN,PLT2
PO105388,Teslim Edildi,2024-01-26 09:35:37,ali,V035,Tedarikçi_35,M0049,Malzeme_49,276,208.1,57435.6,USD,FIN,PLT2
PO105578,Talep Oluşturuldu,2024-11-03 00:00:00,mehmet,V014,Tedarikçi_14,M0075,Malzeme_75,941,102.33,96292.53,USD,PRD,PLT1
PO105578,Onay Bekliyor,2024-11-03 00:00:00,erdem,V014,Tedarikçi_14,M0075,Malzeme_75,941,102.33,96292.53,USD,PRD,PLT1
PO105578,Onaylandı,2024-11-04 00:32:30,erdem,V014,Tedarikçi_14,M0075,Malzeme_75,941,102.33,96292.53,USD,PRD,PLT1
PO105589,Talep Oluşturuldu,2024-06-24 00:00:00,admin,V017,Tedarikçi_17,M0043,Malzeme_43,85,122.85,10442.25,EUR,LOG,PLT3
PO105589,Onay Bekliyor,2024-06-24 00:00:00,admin,V017,Tedarikçi_17,M0043,Malzeme_43,85,122.85,10442.25,EUR,LOG,PLT3
PO105589,Onaylandı,2024-06-25 06:32:23,admin,V017,Tedarikçi_17,M0043,Malzeme_43,85,122.85,10442.25,EUR,LOG,PLT3
PO105610,Talep Oluşturuldu,2024-03-16 00:00:00,erdem,V019,Tedarikçi_19,M0181,Malzeme_181,197,287.5,56637.5,USD,SAT,PLT2
PO105610,Onay Bekliyor,2024-03-16 00:00:00,ali,V019,Tedarikçi_19,M0181,Malzeme_181,197,287.5,56637.5,USD,SAT,PLT2
PO105610,Onaylandı,2024-03-17 06:34:44,ali,V019,Tedarikçi_19,M0181,Malzeme_181,197,287.5,56637.5,USD,SAT,PLT2
PO105610,Sevk Edildi,2024-03-18 14:34:44,erdem,V019,Tedarikçi_19,M0181,Malzeme_181,197,287.5,56637.5,USD,SAT,PLT2
PO105610,Teslim Edildi,2024-03-25 18:34:44,erdem,V019,Tedarikçi_19,M0181,Malzeme_181,197,287.5,56637.5,USD,SAT,PLT2
PO105832,Talep Oluşturuldu,2024-02-11 00:00:00,ali,V005,Tedarikçi_5,M0019,Malzeme_19,11,93.62,1029.82,EUR,SAT,PLT1
PO105832,Onay Bekliyor,2024-02-11 00:00:00,mehmet,V005,Tedarikçi_5,M0019,Malzeme_19,11,93.62,1029.82,EUR,SAT,PLT1
PO105832,Onaylandı,2024-02-12 06:04:32,mehmet,V005,Tedarikçi_5,M0019,Malzeme_19,11,93.62,1029.82,EUR,SAT,PLT1
PO105832,Sevk Edildi,2024-02-16 10:04:32,ali,V005,Tedarikçi_5,M0019,Malzeme_19,11,93.62,1029.82,EUR,SAT,PLT1
PO105832,Teslim Edildi,2024-02-17 15:04:32,ali,V005,Tedarikçi_5,M0019,Malzeme_19,11,93.62,1029.82,EUR,SAT,PLT1
PO106211,Talep Oluşturuldu,2024-03-10 00:00:00,mehmet,V019,Tedarikçi_19,M0081,Malzeme_81,943,205.8,194069.4,EUR,SAT,PLT1
PO106211,Onay Bekliyor,2024-03-10 00:00:00,erdem,V019,Tedarikçi_19,M0081,Malzeme_81,943,205.8,194069.4,EUR,SAT,PLT1
PO106211,Onaylandı,2024-03-11 05:23:19,erdem,V019,Tedarikçi_19,M0081,Malzeme_81,943,205.8,194069.4,EUR,SAT,PLT1
PO106243,Talep Oluşturuldu,2024-04-19 00:00:00,ali,V037,Tedarikçi_37,M0036,Malzeme_36,796,429.57,341937.72,USD,LOG,PLT1
PO106243,Onay Bekliyor,2024-04-19 00:00:00,ali,V037,Tedarikçi_37,M0036,Malzeme_36,796,429.57,341937.72,USD,LOG,PLT1
PO106243,Onaylandı,2024-04-20 12:33:06,ali,V037,Tedarikçi_37,M0036,Malzeme_36,796,429.57,341937.72,USD,LOG,PLT1
PO106243,Sevk Edildi,2024-04-23 12:33:06,ali,V037,Tedarikçi_37,M0036,Malzeme_36,796,429.57,341937.72,USD,LOG,PLT1
PO106243,Teslim Edildi,2024-05-08 14:33:06,ali,V037,Tedarikçi_37,M0036,Malzeme_36,796,429.57,341937.72,USD,LOG,PLT1
PO106261,Talep Oluşturuldu,2024-09-03 00:00:00,ayse,V006,Tedarikçi_6,M0142,Malzeme_142,910,499.72,454745.2,TRY,SAT,PLT1
PO106261,Onay Bekliyor,2024-09-03 00:00:00,ayse,V006,Tedarikçi_6,M0142,Malzeme_142,910,499.72,454745.2,TRY,SAT,PLT1
PO106261,Onaylandı,2024-09-04 20:05:55,ayse,V006,Tedarikçi_6,M0142,Malzeme_142,910,499.72,454745.2,TRY,SAT,PLT1
PO106261,Sevk Edildi,2024-09-11 04:05:55,ayse,V006,Tedarikçi_6,M0142,Malzeme_142,910,499.72,454745.2,TRY,SAT,PLT1
PO106261,Teslim Edildi,2024-09-19 08:05:55,ayse,V006,Tedarikçi_6,M0142,Malzeme_142,910,499.72,454745.2,TRY,SAT,PLT1
PO106590,Talep Oluşturuldu,2024-07-05 00:00:00,ayse,V036,Tedarikçi_36,M0020,Malzeme_20,13,469.82,6107.66,EUR,FIN,PLT3
PO106590,Onay Bekliyor,2024-07-05 00:00:00,mehmet,V036,Tedarikçi_36,M0020,Malzeme_20,13,469.82,6107.66,EUR,FIN,PLT3
PO106590,Onaylandı,2024-07-06 08:14:29,mehmet,V036,Tedarikçi_36,M0020,Malzeme_20,13,469.82,6107.66,EUR,FIN,PLT3
PO106757,Talep Oluşturuldu,2024-12-10 00:00:00,admin,V004,Tedarikçi_4,M0126,Malzeme_126,529,412.16,218032.64,USD,SAT,PLT1
PO106757,Onay Bekliyor,2024-12-10 00:00:00,admin,V004,Tedarikçi_4,M0126,Malzeme_126,529,412.16,218032.64,USD,SAT,PLT1
PO106757,Onaylandı,2024-12-11 07:58:17,admin,V004,Tedarikçi_4,M0126,Malzeme_126,529,412.16,218032.64,USD,SAT,PLT1
PO106757,Sevk Edildi,2024-12-16 09:58:17,admin,V004,Tedarikçi_4,M0126,Malzeme_126,529,412.16,218032.64,USD,SAT,PLT1
PO106757,Teslim Edildi,2025-01-02 13:58:17,admin,V004,Tedarikçi_4,M0126,Malzeme_126,529,412.16,218032.64,USD,SAT,PLT1
PO106881,Talep Oluşturuldu,2024-04-29 00:00:00,mehmet,V036,Tedarikçi_36,M0191,Malzeme_191,571,486.98,278065.58,USD,SAT,PLT3
PO106881,Onay Bekliyor,2024-04-29 00:00:00,ayse,V036,Tedarikçi_36,M0191,Malzeme_191,571,486.98,278065.58,USD,SAT,PLT3
PO106881,Onaylandı,2024-04-30 20:08:38,ayse,V036,Tedarikçi_36,M0191,Malzeme_191,571,486.98,278065.58,USD,SAT,PLT3
PO106881,Sevk Edildi,2024-05-03 23:08:38,mehmet,V036,Tedarikçi_36,M0191,Malzeme_191,571,486.98,278065.58,USD,SAT,PLT3
PO106881,Teslim Edildi,2024-05-05 01:08:38,mehmet,V036,Tedarikçi_36,M0191,Malzeme_191,571,486.98,278065.58,USD,SAT,PLT3
PO106951,Talep Oluşturuldu,2024-06-01 00:00:00,erdem,V022,Tedarikçi_22,M0190,Malzeme_190,731,344.51,251836.81,EUR,LOG,PLT1
PO106951,Onay Bekliyor,2024-06-01 00:00:00,ayse,V022,Tedarikçi_22,M0190,Malzeme_190,731,344.51,251836.81,EUR,LOG,PLT1
PO106951,Onaylandı,2024-06-01 19:07:52,ayse,V022,Tedarikçi_22,M0190,Malzeme_190,731,344.51,251836.81,EUR,LOG,PLT1
PO106951,Sevk Edildi,2024-06-05 22:07:52,erdem,V022,Tedarikçi_22,M0190,Malzeme_190,731,344.51,251836.81,EUR,LOG,PLT1
PO106951,Teslim Edildi,2024-06-07 04:07:52,erdem,V022,Tedarikçi_22,M0190,Malzeme_190,731,344.51,251836.81,EUR,LOG,PLT1
PO106958,Talep Oluşturuldu,2024-09-30 00:00:00,ayse,V050,Tedarikçi_50,M0108,Malzeme_108,894,15.18,13570.92,EUR,FIN,PLT2
PO106958,Onay Bekliyor,2024-09-30 00:00:00,ayse,V050,Tedarikçi_50,M0108,Malzeme_108,894,15.18,13570.92,EUR,FIN,PLT2
PO106958,Onaylandı,2024-10-01 09:43:27,ayse,V050,Tedarikçi_50,M0108,Malzeme_108,894,15.18,13570.92,EUR,FIN,PLT2
PO106958,Sevk Edildi,2024-10-11 10:43:27,ayse,V050,Tedarikçi_50,M0108,Malzeme_108,894,15.18,13570.92,EUR,FIN,PLT2
PO106958,Teslim Edildi,2024-10-19 14:43:27,ayse,V050,Tedarikçi_50,M0108,Malzeme_108,894,15.18,13570.92,EUR,FIN,PLT2
PO107123,Talep Oluşturuldu,2024-03-14 00:00:00,erdem,V016,Tedarikçi_16,M0197,Malzeme_197,897,123.41,110698.77,EUR,SAT,PLT1
PO107123,Onay Bekliyor,2024-03-14 00:00:00,admin,V016,Tedarikçi_16,M0197,Malzeme_197,897,123.41,110698.77,EUR,SAT,PLT1
PO107123,Onaylandı,2024-03-15 05:40:00,admin,V016,Tedarikçi_16,M0197,Malzeme_197,897,123.41,110698.77,EUR,SAT,PLT1
PO107123,Sevk Edildi,2024-03-25 12:40:00,erdem,V016,Tedarikçi_16,M0197,Malzeme_197,897,123.41,110698.77,EUR,SAT,PLT1
PO107123,Teslim Edildi,2024-04-04 16:40:00,erdem,V016,Tedarikçi_16,M0197,Malzeme_197,897,123.41,110698.77,EUR,SAT,PLT1
PO107368,Talep Oluşturuldu,2024-12-31 00:00:00,ayse,V020,Tedarikçi_20,M0008,Malzeme_8,996,486.04,484095.84,EUR,FIN,PLT3
PO107368,Onay Bekliyor,2024-12-31 00:00:00,admin,V020,Tedarikçi_20,M0008,Malzeme_8,996,486.04,484095.84,EUR,FIN,PLT3
PO107368,Onaylandı,2024-12-31 20:32:23,admin,V020,Tedarikçi_20,M0008,Malzeme_8,996,486.04,484095.84,EUR,FIN,PLT3
PO107368,Sevk Edildi,2025-01-08 21:32:23,ayse,V020,Tedarikçi_20,M0008,Malzeme_8,996,486.04,484095.84,EUR,FIN,PLT3
PO107368,Teslim Edildi,2025-01-26 01:32:23,ayse,V020,Tedarikçi_20,M0008,Malzeme_8,996,486.04,484095.84,EUR,FIN,PLT3
PO107380,Talep Oluşturuldu,2024-10-29 00:00:00,admin,V011,Tedarikçi_11,M0076,Malzeme_76,10,430.4,4304.0,USD,PRD,PLT1
PO107380,Onay Bekliyor,2024-10-29 00:00:00,mehmet,V011,Tedarikçi_11,M0076,Malzeme_76,10,430.4,4304.0,USD,PRD,PLT1
PO107380,Onaylandı,2024-10-30 17:11:39,mehmet,V011,Tedarikçi_11,M0076,Malzeme_76,10,430.4,4304.0,USD,PRD,PLT1
PO107380,Sevk Edildi,2024-11-02 00:11:39,admin,V011,Tedarikçi_11,M0076,Malzeme_76,10,430.4,4304.0,USD,PRD,PLT1
PO107380,Teslim Edildi,2024-11-04 03:11:39,admin,V011,Tedarikçi_11,M0076,Malzeme_76,10,430.4,4304.0,USD,PRD,PLT1
PO108269,Talep Oluşturuldu,2024-11-10 00:00:00,erdem,V032,Tedarikçi_32,M0195,Malzeme_195,660,178.95,118107.0,TRY,SAT,PLT1
PO108269,Onay Bekliyor,2024-11-10 00:00:00,ali,V032,Tedarikçi_32,M0195,Malzeme_195,660,178.95,118107.0,TRY,SAT,PLT1
PO108823,Talep Oluşturuldu,2024-11-04 00:00:00,ali,V025,Tedarikçi_25,M0135,Malzeme_135,242,42.94,10391.48,EUR,LOG,PLT1
PO108823,Onay Bekliyor,2024-11-04 00:00:00,erdem,V025,Tedarikçi_25,M0135,Malzeme_135,242,42.94,10391.48,EUR,LOG,PLT1
PO108823,Onaylandı,2024-11-04 23:50:12,erdem,V025,Tedarikçi_25,M0135,Malzeme_135,242,42.94,10391.48,EUR,LOG,PLT1
PO108823,Sevk Edildi,2024-11-09 01:50:12,ali,V025,Tedarikçi_25,M0135,Malzeme_135,242,42.94,10391.48,EUR,LOG,PLT1
PO108823,Teslim Edildi,2024-11-28 03:50:12,ali,V025,Tedarikçi_25,M0135,Malzeme_135,242,42.94,10391.48,EUR,LOG,PLT1
PO109066,Talep Oluşturuldu,2024-03-21 00:00:00,ali,V033,Tedarikçi_33,M0085,Malzeme_85,268,322.52,86435.36,TRY,SAT,PLT1
PO109066,Onay Bekliyor,2024-03-21 00:00:00,admin,V033,Tedarikçi_33,M0085,Malzeme_85,268,322.52,86435.36,TRY,SAT,PLT1
PO109193,Talep Oluşturuldu,2024-07-03 00:00:00,erdem,V007,Tedarikçi_7,M0008,Malzeme_8,965,65.02,62744.3,USD,FIN,PLT3
PO109193,Onay Bekliyor,2024-07-03 00:00:00,erdem,V007,Tedarikçi_7,M0008,Malzeme_8,965,65.02,62744.3,USD,FIN,PLT3
PO109193,Onaylandı,2024-07-03 16:16:46,erdem,V007,Tedarikçi_7,M0008,Malzeme_8,965,65.02,62744.3,USD,FIN,PLT3
PO109193,Sevk Edildi,2024-07-07 00:16:46,erdem,V007,Tedarikçi_7,M0008,Malzeme_8,965,65.02,62744.3,USD,FIN,PLT3
PO109193,Teslim Edildi,2024-07-10 01:16:46,erdem,V007,Tedarikçi_7,M0008,Malzeme_8,965,65.02,62744.3,USD,FIN,PLT3
PO109284,Talep Oluşturuldu,2024-01-26 00:00:00,erdem,V032,Tedarikçi_32,M0137,Malzeme_137,494,193.92,95796.48,TRY,PRD,PLT3
